monat,jahr,meldestelle_code,tarifverbund_id,ticket_code,anzahl,preis_eur,umsatz_eur,gueltig_ab,plz
11,2024,MS-STR-001,3,2,7,58.0,406.0,2024-08-11,10655
6,2025,MS-HAM-001,20,5,238,39.0,9282.0,2025-05-09,5888
1,2025,MS-BER-001,18,5,110,39.0,4290.0,2024-01-13,25701
9,2025,MS-DUS-003,1,5,213,39.0,8307.0,2025-12-15,1230
3,2025,MS-HAM-007,4,5,43,39.0,1677.0,2024-09-03,28467
6,2025,MS-DUS-001,13,1,100,49.0,4900.0,2025-02-19,66326
12,2024,MS-FRA-007,10,1,172,49.0,8428.0,2025-10-27,7778
2,2024,MS-LEJ-005,13,4,146,49.0,7154.0,2025-05-02,20670
12,2024,MS-CGN-003,3,4,221,49.0,10829.0,2025-03-20,2465
10,2025,MS-HAM-006,17,1,63,49.0,3087.0,2024-08-04,6763
5,2025,MS-BER-006,3,3,235,63.0,14805.0,2025-07-10,16402
3,2024,MS-DTM-003,1,2,155,58.0,8990.0,2024-05-27,8963
2,2025,MS-DTM-001,6,5,66,39.0,2574.0,2025-08-03,89073
7,2025,MS-MUC-004,3,5,195,39.0,7605.0,2024-12-20,22481
7,2024,MS-STR-001,3,3,159,63.0,10017.0,2025-09-20,17185
6,2025,MS-BER-004,9,4,130,49.0,6370.0,2024-08-21,76196
7,2025,MS-FRA-002,19,4,26,49.0,1274.0,2025-09-25,55858
12,2024,MS-HAM-003,3,3,44,63.0,2772.0,2025-01-24,6784
12,2024,MS-LEJ-003,11,3,32,63.0,2016.0,2024-04-03,25878
8,2025,MS-ESS-004,9,1,38,49.0,1862.0,2024-03-30,28520
8,2025,MS-NUE-004,18,5,109,39.0,4251.0,2024-04-15,25720
6,2024,MS-NUE-003,3,5,158,39.0,6162.0,2024-11-28,71986
5,2024,MS-LEJ-006,13,1,190,49.0,9310.0,2025-07-26,47484
11,2024,MS-LEJ-002,6,2,73,58.0,4234.0,2024-11-04,34961
3,2025,MS-HAM-002,6,4,75,49.0,3675.0,2025-03-07,56681
2,2025,MS-ESS-004,9,2,189,58.0,10962.0,2025-10-02,10676
8,2024,MS-HAM-007,5,3,6,63.0,378.0,2025-02-09,55682
6,2025,MS-BRE-003,11,4,213,49.0,10437.0,2025-10-28,17185
5,2024,MS-DTM-004,20,2,127,58.0,7366.0,2024-11-17,28136
6,2025,MS-DUS-004,16,5,205,39.0,7995.0,2024-09-05,55526
5,2025,MS-LEJ-004,12,1,243,49.0,11907.0,2025-07-31,51370
11,2024,MS-NUE-003,1,4,246,49.0,12054.0,2025-12-26,42385
5,2025,MS-HAM-002,14,4,40,49.0,1960.0,2025-10-10,54935
5,2024,MS-CGN-001,14,4,23,49.0,1127.0,2025-04-04,18940
10,2025,MS-LEJ-005,18,5,241,39.0,9399.0,2025-12-09,95928
6,2024,MS-NUE-001,20,1,32,49.0,1568.0,2024-09-11,1613
3,2025,MS-DUI-005,2,5,170,39.0,6630.0,2025-11-24,9767
6,2025,MS-BRE-002,4,1,30,49.0,1470.0,2024-09-21,48153
8,2024,MS-LEJ-001,13,4,202,49.0,9898.0,2025-11-26,17590
6,2024,MS-BER-004,16,1,80,49.0,3920.0,2025-03-01,22897
12,2024,MS-MUC-005,12,3,92,63.0,5796.0,2025-04-11,44806
6,2025,MS-DRS-004,4,4,189,49.0,9261.0,2025-12-14,66405
2,2025,MS-DTM-001,2,1,10,49.0,490.0,2024-12-17,9767
11,2024,MS-CGN-003,8,5,49,39.0,1911.0,2025-07-19,28775
9,2025,MS-BRE-001,15,2,209,58.0,12122.0,2025-02-18,19390
3,2024,MS-BRE-002,13,1,193,49.0,9457.0,2025-09-20,47269
10,2025,MS-BRE-001,13,1,185,49.0,9065.0,2024-08-07,44806
12,2025,MS-HAM-002,19,1,209,49.0,10241.0,2025-07-03,28520
6,2025,MS-FRA-004,15,1,72,49.0,3528.0,2025-11-17,12777
10,2025,MS-LEJ-003,20,4,155,49.0,7595.0,2024-04-26,88245
8,2025,MS-DUI-006,6,3,240,63.0,15120.0,2025-09-21,19467
11,2024,MS-MUC-004,11,1,66,49.0,3234.0,2024-11-08,27242
6,2024,MS-MUC-005,17,4,112,49.0,5488.0,2025-09-02,28167
7,2025,MS-FRA-002,16,5,182,39.0,7098.0,2025-10-22,28790
8,2024,MS-DUS-003,5,2,85,58.0,4930.0,2025-04-06,18706
6,2024,MS-BER-002,16,2,54,58.0,3132.0,2025-01-28,19848
7,2025,MS-HAJ-001,14,4,130,49.0,6370.0,2024-06-20,22603
4,2024,MS-DUS-004,2,3,62,63.0,3906.0,2025-07-04,35485
8,2024,MS-NUE-005,16,5,135,39.0,5265.0,2024-04-25,15248
5,2024,MS-NUE-002,12,5,215,39.0,8385.0,2024-02-12,8961
9,2025,MS-FRA-006,14,1,193,49.0,9457.0,2025-10-31,9406
5,2024,MS-BER-005,15,3,94,63.0,5922.0,2024-03-30,85292
4,2024,MS-FRA-005,19,3,225,63.0,14175.0,2025-12-28,19077
3,2025,MS-DUI-005,5,2,213,58.0,12354.0,2024-07-30,21277
9,2025,MS-DUS-002,20,5,48,39.0,1872.0,2024-11-27,6956
5,2025,MS-NUE-006,9,5,235,39.0,9165.0,2025-11-26,22994
7,2024,MS-HAM-001,9,2,184,58.0,10672.0,2024-05-15,36537
12,2024,MS-DTM-004,8,4,130,49.0,6370.0,2024-05-25,17474
11,2025,MS-LEJ-007,13,4,24,49.0,1176.0,2025-10-10,8159
7,2024,MS-HAJ-004,9,3,121,63.0,7623.0,2025-05-14,56278
12,2024,MS-HAM-005,15,3,222,63.0,13986.0,2024-03-05,13136
4,2025,MS-BRE-001,7,4,73,49.0,3577.0,2024-11-26,61779
9,2025,MS-NUE-006,5,5,223,39.0,8697.0,2025-05-11,89936
1,2024,MS-HAM-006,15,1,36,49.0,1764.0,2024-06-10,66850
1,2025,MS-BRE-001,7,2,230,58.0,13340.0,2025-10-27,55761
5,2024,MS-HAM-005,12,3,26,63.0,1638.0,2025-01-15,3198
1,2024,MS-LEJ-004,10,2,114,58.0,6612.0,2025-11-02,22522
1,2024,MS-FRA-006,16,1,38,49.0,1862.0,2025-08-30,50451
1,2025,MS-BER-002,11,1,225,49.0,11025.0,2025-03-08,6592
8,2024,MS-HAM-003,8,4,27,49.0,1323.0,2024-04-14,29845
6,2025,MS-DTM-001,5,4,203,49.0,9947.0,2024-05-16,5706
2,2024,MS-HAJ-006,19,1,161,49.0,7889.0,2025-10-27,28046
6,2025,MS-FRA-006,5,4,162,49.0,7938.0,2025-12-04,66093
2,2024,MS-HAM-006,5,1,155,49.0,7595.0,2025-01-28,76149
6,2025,MS-MUC-004,8,3,170,63.0,10710.0,2024-03-27,36537
12,2025,MS-BER-004,10,2,137,58.0,7946.0,2025-09-13,13652
12,2024,MS-LEJ-004,10,1,205,49.0,10045.0,2024-09-02,10676
2,2025,MS-STR-002,16,5,23,39.0,897.0,2025-06-24,25945
6,2025,MS-MUC-003,13,5,112,39.0,4368.0,2025-01-09,16326
8,2024,MS-HAM-003,1,5,22,39.0,858.0,2024-01-15,34185
1,2024,MS-HAM-001,13,5,78,39.0,3042.0,2025-10-05,6784
7,2025,MS-LEJ-005,3,5,142,39.0,5538.0,2025-09-22,28846
2,2025,MS-DTM-002,3,5,240,39.0,9360.0,2024-07-27,28346
7,2025,MS-DUI-002,3,3,183,63.0,11529.0,2025-03-23,6745
1,2024,MS-STR-003,3,4,34,49.0,1666.0,2025-04-09,19902
5,2024,MS-FRA-001,4,1,186,49.0,9114.0,2024-05-20,6957
3,2024,MS-HAJ-002,12,5,137,39.0,5343.0,2024-09-22,28089
3,2025,MS-DUS-001,4,1,90,49.0,4410.0,2025-03-15,63039
5,2024,MS-NUE-006,3,4,121,49.0,5929.0,2025-06-07,89764
8,2024,MS-NUE-005,6,3,45,63.0,2835.0,2024-09-18,8263
10,2024,MS-MUC-001,8,5,5,39.0,195.0,2024-02-15,25945
1,2024,MS-DRS-004,12,4,240,49.0,11760.0,2024-06-02,28631
9,2024,MS-LEJ-007,8,3,68,63.0,4284.0,2025-03-02,6699
5,2025,MS-HAM-003,19,3,35,63.0,2205.0,2025-05-29,5215
3,2024,MS-FRA-007,17,1,249,49.0,12201.0,2025-02-14,22318
5,2025,MS-DTM-002,11,1,146,49.0,7154.0,2025-04-12,25641
4,2025,MS-DUS-004,19,3,194,63.0,12222.0,2025-09-29,47484
6,2025,MS-DUI-002,16,2,192,58.0,11136.0,2025-07-13,8961
3,2024,MS-BER-001,14,1,64,49.0,3136.0,2025-07-08,88592
6,2024,MS-BER-001,13,3,31,63.0,1953.0,2024-07-29,10550
7,2024,MS-HAJ-001,2,2,187,58.0,10846.0,2024-10-13,21904
4,2024,MS-HAJ-005,14,3,122,63.0,7686.0,2024-03-27,17436
9,2024,MS-MUC-004,13,1,156,49.0,7644.0,2025-08-04,21624
11,2025,MS-MUC-003,8,3,71,63.0,4473.0,2024-11-18,84133
6,2025,MS-DRS-001,9,2,24,58.0,1392.0,2024-07-26,27702
3,2024,MS-HAM-007,6,4,124,49.0,6076.0,2024-11-17,96344
9,2024,MS-ESS-003,7,4,83,49.0,4067.0,2025-04-19,35246
2,2024,MS-CGN-002,10,5,15,39.0,585.0,2024-08-08,56278
2,2024,MS-STR-003,12,4,136,49.0,6664.0,2024-02-20,5833
5,2025,MS-FRA-001,1,4,223,49.0,10927.0,2025-04-08,16025
2,2024,MS-DRS-003,4,2,36,58.0,2088.0,2024-01-13,21624
3,2024,MS-FRA-004,13,3,180,63.0,11340.0,2025-10-07,2465
10,2024,MS-DUI-002,9,1,10,49.0,490.0,2024-03-07,47269
3,2025,MS-HAM-005,11,1,15,49.0,735.0,2025-04-17,21904
10,2024,MS-BRE-002,13,4,12,49.0,588.0,2025-01-26,2421
3,2025,MS-ESS-003,7,2,75,58.0,4350.0,2024-10-13,66905
1,2024,MS-DUI-005,20,5,67,39.0,2613.0,2025-10-24,55858
7,2025,MS-NUE-003,16,1,27,49.0,1323.0,2024-10-13,89729
7,2024,MS-FRA-004,17,2,166,58.0,9628.0,2025-07-10,25837
12,2025,MS-ESS-003,16,5,205,39.0,7995.0,2025-05-11,70248
7,2025,MS-DUS-001,6,1,86,49.0,4214.0,2025-09-03,50153
5,2024,MS-HAM-001,16,5,96,39.0,3744.0,2025-08-21,44712
2,2024,MS-STR-003,8,3,141,63.0,8883.0,2024-02-27,8624
10,2024,MS-LEJ-003,12,2,50,58.0,2900.0,2024-08-30,19048
12,2025,MS-ESS-003,19,1,185,49.0,9065.0,2025-12-18,88359
10,2024,MS-FRA-003,16,5,84,39.0,3276.0,2024-06-28,14064
2,2024,MS-HAM-001,8,5,61,39.0,2379.0,2024-01-21,14977
1,2025,MS-DTM-005,20,2,211,58.0,12238.0,2024-05-13,55440
6,2024,MS-HAM-001,1,2,155,58.0,8990.0,2025-12-22,27423
9,2024,MS-ESS-004,3,3,185,63.0,11655.0,2025-11-09,80320
6,2024,MS-DTM-001,11,2,45,58.0,2610.0,2025-03-23,8822
11,2025,MS-DTM-003,6,5,182,39.0,7098.0,2025-09-20,76196
11,2024,MS-DUI-002,6,4,83,49.0,4067.0,2025-12-06,55560
3,2024,MS-BER-001,19,4,222,49.0,10878.0,2025-08-04,24562
10,2024,MS-DTM-003,20,2,168,58.0,9744.0,2025-08-02,29608
3,2025,MS-DTM-005,3,2,93,58.0,5394.0,2024-11-23,28089
12,2024,MS-DTM-005,15,1,72,49.0,3528.0,2024-08-02,36537
6,2024,MS-STR-004,4,1,17,49.0,833.0,2025-01-30,85292
3,2025,MS-LEJ-006,16,4,94,49.0,4606.0,2025-07-13,73321
8,2024,MS-NUE-006,8,2,120,58.0,6960.0,2024-03-16,24158
1,2025,MS-DTM-003,9,1,23,49.0,1127.0,2024-12-16,27748
3,2025,MS-HAM-003,18,1,91,49.0,4459.0,2025-08-31,18945
12,2025,MS-BER-004,14,2,160,58.0,9280.0,2025-03-20,27884
2,2024,MS-DTM-005,7,2,109,58.0,6322.0,2025-12-14,16608
11,2025,MS-DUS-003,10,2,29,58.0,1682.0,2024-02-20,84133
3,2025,MS-BER-007,12,1,114,49.0,5586.0,2024-03-30,55560
4,2025,MS-HAM-006,1,2,48,58.0,2784.0,2025-10-15,64460
8,2024,MS-MUC-001,10,4,125,49.0,6125.0,2025-05-15,6489
2,2025,MS-NUE-002,13,2,99,58.0,5742.0,2025-01-25,89453
8,2024,MS-BER-006,9,4,124,49.0,6076.0,2024-09-26,50451
10,2025,MS-HAM-001,5,1,26,49.0,1274.0,2025-11-15,70248
10,2025,MS-STR-001,18,1,220,49.0,10780.0,2025-01-31,14203
9,2025,MS-DRS-004,19,2,126,58.0,7308.0,2024-11-02,22007
12,2025,MS-BER-005,17,5,235,39.0,9165.0,2025-06-13,16726
2,2024,MS-DRS-001,6,2,59,58.0,3422.0,2024-07-16,30280
7,2024,MS-HAM-004,14,2,215,58.0,12470.0,2025-10-04,28144
6,2025,MS-HAM-002,3,4,147,49.0,7203.0,2025-02-10,15646
5,2025,MS-HAJ-005,15,1,206,49.0,10094.0,2025-12-18,19444
2,2025,MS-LEJ-007,5,2,150,58.0,8700.0,2025-08-25,15597
2,2024,MS-NUE-005,4,3,227,63.0,14301.0,2025-07-02,70248
5,2025,MS-LEJ-003,16,5,160,39.0,6240.0,2025-04-29,24687
5,2024,MS-LEJ-005,5,5,160,39.0,6240.0,2025-11-28,6592
1,2025,MS-LEJ-004,11,2,17,58.0,986.0,2025-05-01,34961
1,2025,MS-ESS-001,10,3,76,63.0,4788.0,2025-05-18,6046
4,2024,MS-MUC-004,10,4,203,49.0,9947.0,2024-11-24,34961
10,2025,MS-HAM-005,7,4,59,49.0,2891.0,2025-02-20,8842
9,2025,MS-LEJ-001,2,5,207,39.0,8073.0,2024-06-11,20417
12,2025,MS-HAJ-003,13,2,204,58.0,11832.0,2025-06-20,15372
3,2024,MS-FRA-003,7,1,68,49.0,3332.0,2024-02-03,66083
6,2024,MS-FRA-004,9,3,215,63.0,13545.0,2025-04-20,10655
11,2025,MS-MUC-002,1,2,100,58.0,5800.0,2025-05-15,17185
3,2025,MS-DRS-004,19,5,94,39.0,3666.0,2024-12-18,27605
12,2025,MS-HAM-005,10,1,103,49.0,5047.0,2024-02-20,27605
4,2024,MS-FRA-007,7,3,171,63.0,10773.0,2025-02-23,12879
11,2024,MS-BER-002,16,2,170,58.0,9860.0,2024-06-26,17610
4,2024,MS-STR-004,20,3,187,63.0,11781.0,2025-12-27,5676
7,2025,MS-LEJ-002,12,4,69,49.0,3381.0,2024-08-11,66140
11,2025,MS-HAJ-005,20,4,154,49.0,7546.0,2024-04-14,24934
9,2025,MS-DUI-003,20,3,81,63.0,5103.0,2025-12-01,28068
2,2025,MS-ESS-001,9,3,225,63.0,14175.0,2024-10-10,60955
4,2025,MS-CGN-001,17,2,235,58.0,13630.0,2024-02-28,17610
11,2025,MS-DTM-003,5,1,172,49.0,8428.0,2025-05-24,55858
7,2025,MS-LEJ-005,13,1,154,49.0,7546.0,2025-12-26,16726
6,2024,MS-FRA-007,18,4,237,49.0,11613.0,2025-11-18,88147
3,2025,MS-NUE-004,6,3,29,63.0,1827.0,2025-04-27,29690
12,2025,MS-NUE-004,6,3,172,63.0,10836.0,2024-04-01,48153
4,2025,MS-DTM-002,14,3,100,63.0,6300.0,2024-09-23,16294
8,2025,MS-MUC-002,16,1,226,49.0,11074.0,2025-10-11,15597
8,2024,MS-FRA-003,17,1,227,49.0,11123.0,2025-11-28,88180
7,2025,MS-BER-007,5,2,56,58.0,3248.0,2024-12-16,95561
3,2025,MS-DTM-003,6,1,129,49.0,6321.0,2024-12-06,17698
6,2024,MS-HAM-001,1,4,75,49.0,3675.0,2024-08-02,8961
10,2024,MS-CGN-002,16,1,38,49.0,1862.0,2025-09-21,96661
7,2025,MS-BRE-001,16,4,6,49.0,294.0,2024-02-08,13136
12,2024,MS-LEJ-001,1,3,198,63.0,12474.0,2025-06-27,28350
11,2024,MS-BER-001,8,2,182,58.0,10556.0,2024-12-18,55280
2,2024,MS-LEJ-003,17,5,83,39.0,3237.0,2024-06-20,20417
5,2024,MS-DUS-004,15,5,157,39.0,6123.0,2025-06-20,56953
11,2025,MS-MUC-004,11,4,96,49.0,4704.0,2024-07-11,28046
1,2025,MS-STR-001,8,2,59,58.0,3422.0,2024-01-23,17590
2,2024,MS-ESS-004,2,4,229,49.0,11221.0,2025-10-17,36602
10,2024,MS-BER-007,4,1,17,49.0,833.0,2025-12-07,27242
8,2025,MS-LEJ-002,4,5,69,39.0,2691.0,2025-04-30,6957
4,2024,MS-BER-002,10,4,174,49.0,8526.0,2024-04-13,8444
10,2025,MS-DUI-004,5,4,217,49.0,10633.0,2024-04-17,11365
5,2024,MS-MUC-001,4,4,55,49.0,2695.0,2025-09-15,51370
9,2025,MS-FRA-004,12,4,80,49.0,3920.0,2024-06-13,25828
4,2025,MS-DRS-005,11,2,5,58.0,290.0,2024-01-14,3662
2,2024,MS-NUE-006,16,2,248,58.0,14384.0,2024-04-02,8311
12,2024,MS-HAM-006,9,2,121,58.0,7018.0,2024-10-30,35246
1,2025,MS-HAM-006,6,1,223,49.0,10927.0,2024-10-24,89764
7,2025,MS-MUC-001,4,1,7,49.0,343.0,2024-05-21,8444
6,2024,MS-ESS-003,15,5,73,39.0,2847.0,2024-04-05,88592
3,2025,MS-MUC-001,13,4,121,49.0,5929.0,2024-10-05,71986
7,2025,MS-CGN-003,4,2,183,58.0,10614.0,2024-03-01,28775
7,2024,MS-DUI-002,16,5,178,39.0,6942.0,2025-03-24,27690
6,2025,MS-DUI-005,1,2,128,58.0,7424.0,2025-05-14,29282
8,2025,MS-BER-006,3,3,172,63.0,10836.0,2024-11-17,25945
11,2024,MS-ESS-001,17,5,181,39.0,7059.0,2025-12-18,19759
7,2024,MS-STR-003,16,3,174,63.0,10962.0,2025-11-23,5706
3,2025,MS-NUE-004,20,1,7,49.0,343.0,2025-10-20,27884
8,2025,MS-CGN-003,3,4,87,49.0,4263.0,2024-09-03,56744
1,2025,MS-HAJ-003,8,5,169,39.0,6591.0,2025-01-22,97519
2,2024,MS-DRS-002,15,5,119,39.0,4641.0,2024-03-31,14935
6,2025,MS-MUC-002,16,1,31,49.0,1519.0,2025-02-17,90539
9,2024,MS-NUE-003,1,1,207,49.0,10143.0,2025-09-10,19759
9,2025,MS-NUE-004,7,4,248,49.0,12152.0,2024-12-15,75532
4,2024,MS-DRS-002,11,5,201,39.0,7839.0,2025-09-26,17610
12,2025,MS-ESS-004,15,1,29,49.0,1421.0,2025-11-05,48153
6,2024,MS-ESS-003,10,5,138,39.0,5382.0,2025-01-17,6957
1,2024,MS-CGN-003,16,2,215,58.0,12470.0,2025-02-23,27510
10,2025,MS-FRA-004,7,1,243,49.0,11907.0,2025-02-06,42785
4,2025,MS-ESS-001,4,4,16,49.0,784.0,2025-10-10,5215
8,2024,MS-DRS-002,19,5,39,39.0,1521.0,2025-05-25,25878
9,2024,MS-BRE-002,19,4,241,49.0,11809.0,2025-06-04,8311
12,2024,MS-DUI-001,6,2,31,58.0,1798.0,2025-01-31,1613
9,2025,MS-LEJ-003,14,5,239,39.0,9321.0,2025-12-10,9849
5,2024,MS-LEJ-004,11,3,120,63.0,7560.0,2024-05-16,28167
10,2025,MS-HAJ-004,10,5,225,39.0,8775.0,2024-11-17,6784
4,2024,MS-FRA-005,20,3,180,63.0,11340.0,2024-12-19,5215
12,2024,MS-FRA-001,17,5,182,39.0,7098.0,2025-10-14,55768
6,2024,MS-NUE-004,16,5,151,39.0,5889.0,2025-11-14,6787
11,2025,MS-NUE-001,10,4,211,49.0,10339.0,2024-01-14,14203
1,2024,MS-LEJ-002,5,1,176,49.0,8624.0,2024-02-27,51370
3,2025,MS-DUS-003,9,2,219,58.0,12702.0,2024-03-04,6836
4,2025,MS-NUE-002,2,3,213,63.0,13419.0,2025-04-08,29845
12,2024,MS-NUE-004,13,2,135,58.0,7830.0,2025-12-13,35485
7,2024,MS-LEJ-003,14,3,146,63.0,9198.0,2024-02-25,25945
4,2025,MS-DUI-006,15,2,238,58.0,13804.0,2025-10-10,6956
10,2025,MS-NUE-002,20,2,203,58.0,11774.0,2024-07-17,55560
3,2025,MS-HAM-003,6,2,193,58.0,11194.0,2025-06-10,26697
1,2025,MS-BRE-001,9,5,72,39.0,2808.0,2024-05-13,28780
1,2025,MS-DTM-005,15,2,15,58.0,870.0,2024-06-06,55768
11,2024,MS-DUI-005,10,4,207,49.0,10143.0,2025-08-09,19250
2,2025,MS-DTM-003,17,2,249,58.0,14442.0,2024-07-07,13327
9,2024,MS-CGN-002,14,5,142,39.0,5538.0,2025-02-17,21904
4,2025,MS-FRA-006,11,3,97,63.0,6111.0,2024-10-27,41293
9,2025,MS-BER-002,4,3,119,63.0,7497.0,2024-09-03,5706
1,2024,MS-DTM-004,13,1,103,49.0,5047.0,2024-09-19,19119
1,2025,MS-HAJ-005,12,5,210,39.0,8190.0,2025-06-04,66905
1,2025,MS-DUS-004,7,3,136,63.0,8568.0,2024-03-25,21320
9,2024,MS-NUE-001,1,1,58,49.0,2842.0,2025-11-17,19390
11,2024,MS-BRE-001,4,2,142,58.0,8236.0,2025-12-20,8842
11,2025,MS-HAM-003,5,1,122,49.0,5978.0,2024-12-05,24687
2,2024,MS-BER-007,6,3,147,63.0,9261.0,2024-03-13,19469
5,2024,MS-LEJ-006,13,4,166,49.0,8134.0,2025-02-18,95271
1,2025,MS-LEJ-003,4,5,6,39.0,234.0,2025-10-18,6699
12,2024,MS-DUI-001,2,1,96,49.0,4704.0,2025-05-29,27510
11,2025,MS-DTM-001,20,1,77,49.0,3773.0,2025-03-24,88180
11,2025,MS-BER-004,16,2,141,58.0,8178.0,2024-08-13,27702
9,2025,MS-DUS-004,5,3,178,63.0,11214.0,2025-10-25,74636
9,2024,MS-NUE-004,5,1,15,49.0,735.0,2024-01-06,15248
9,2025,MS-NUE-003,3,3,58,63.0,3654.0,2024-12-18,48702
11,2025,MS-HAJ-004,5,2,52,58.0,3016.0,2024-08-14,18508
4,2025,MS-MUC-001,6,5,223,39.0,8697.0,2024-02-25,9406
11,2025,MS-NUE-003,3,3,176,63.0,11088.0,2024-03-09,64997
4,2024,MS-DUI-001,16,3,96,63.0,6048.0,2024-05-11,3662
2,2024,MS-DUS-003,20,1,235,49.0,11515.0,2024-07-17,56813
8,2025,MS-DTM-005,20,3,182,63.0,11466.0,2025-08-21,28846
6,2025,MS-BRE-001,6,1,85,49.0,4165.0,2024-09-09,48153
5,2025,MS-ESS-004,5,3,229,63.0,14427.0,2025-05-06,66859
6,2025,MS-DTM-002,16,5,32,39.0,1248.0,2024-06-28,2465
5,2024,MS-MUC-004,18,2,72,58.0,4176.0,2025-10-03,20051
1,2024,MS-HAJ-003,1,5,153,39.0,5967.0,2025-02-18,8159
1,2024,MS-NUE-003,9,5,233,39.0,9087.0,2025-07-06,66777
6,2024,MS-LEJ-004,8,5,192,39.0,7488.0,2024-10-24,30994
9,2025,MS-HAJ-004,3,4,98,49.0,4802.0,2025-05-29,25367
10,2024,MS-CGN-003,17,2,119,58.0,6902.0,2024-06-12,28631
12,2024,MS-DRS-005,12,1,61,49.0,2989.0,2025-05-14,53183
5,2024,MS-LEJ-001,8,1,176,49.0,8624.0,2024-07-30,10469
7,2025,MS-DRS-004,15,1,15,49.0,735.0,2025-10-26,55768
12,2024,MS-HAJ-005,9,3,153,63.0,9639.0,2025-07-11,15372
7,2024,MS-LEJ-002,12,5,172,39.0,6708.0,2024-03-20,13563
7,2025,MS-FRA-007,17,4,95,49.0,4655.0,2024-12-19,66124
10,2025,MS-BER-001,17,2,117,58.0,6786.0,2024-06-18,50925
9,2024,MS-DUS-002,7,2,52,58.0,3016.0,2024-06-10,75147
11,2024,MS-STR-001,14,3,189,63.0,11907.0,2024-04-26,66561
8,2025,MS-FRA-005,19,2,170,58.0,9860.0,2025-02-24,24921
1,2024,MS-MUC-003,19,5,46,39.0,1794.0,2024-05-17,19390
10,2024,MS-MUC-005,2,2,71,58.0,4118.0,2024-07-03,13563
10,2025,MS-NUE-005,1,3,247,63.0,15561.0,2024-03-28,42785
10,2025,MS-DRS-004,16,2,61,58.0,3538.0,2025-02-24,17610
10,2024,MS-FRA-002,20,5,72,39.0,2808.0,2024-06-20,6121
8,2025,MS-DUI-003,19,1,63,49.0,3087.0,2025-01-22,71986
2,2024,MS-BER-003,7,5,225,39.0,8775.0,2025-05-31,6688
3,2025,MS-DUI-004,4,2,126,58.0,7308.0,2025-09-21,17610
9,2024,MS-HAJ-003,4,1,128,49.0,6272.0,2025-11-06,28435
11,2024,MS-BRE-002,17,4,99,49.0,4851.0,2024-02-14,6352
4,2025,MS-DRS-005,13,3,155,63.0,9765.0,2025-12-14,19469
7,2024,MS-MUC-004,9,4,201,49.0,9849.0,2024-08-26,22603
10,2025,MS-NUE-002,14,3,53,63.0,3339.0,2024-01-06,6787
10,2024,MS-HAJ-005,4,5,6,39.0,234.0,2025-01-19,4052
12,2024,MS-DTM-003,14,3,32,63.0,2016.0,2024-06-07,92541
5,2025,MS-NUE-001,14,5,98,39.0,3822.0,2025-09-18,35699
4,2025,MS-LEJ-006,18,5,128,39.0,4992.0,2024-07-02,89453
5,2025,MS-DTM-002,19,3,203,63.0,12789.0,2025-12-23,85796
11,2024,MS-MUC-002,8,4,205,49.0,10045.0,2025-12-17,28780
4,2024,MS-HAJ-004,13,3,210,63.0,13230.0,2025-07-17,18945
3,2024,MS-LEJ-003,1,1,215,49.0,10535.0,2024-05-28,66777
2,2025,MS-HAM-002,9,2,99,58.0,5742.0,2024-03-22,19431
12,2024,MS-LEJ-003,13,5,172,39.0,6708.0,2025-06-17,63642
3,2024,MS-HAJ-002,15,1,56,49.0,2744.0,2025-11-03,10469
4,2025,MS-BER-005,20,5,137,39.0,5343.0,2025-12-16,53183
11,2024,MS-BER-005,12,2,172,58.0,9976.0,2024-01-01,27884
5,2024,MS-LEJ-005,12,4,108,49.0,5292.0,2025-08-23,51370
12,2024,MS-HAM-002,3,5,77,39.0,3003.0,2025-07-26,15597
6,2025,MS-DUS-002,8,5,54,39.0,2106.0,2025-04-10,97519
5,2024,MS-FRA-001,14,5,32,39.0,1248.0,2025-07-26,22709
6,2025,MS-MUC-001,17,3,229,63.0,14427.0,2025-07-04,19469
12,2025,MS-BRE-003,13,5,128,39.0,4992.0,2024-09-06,7062
8,2025,MS-DRS-002,19,1,128,49.0,6272.0,2024-04-29,65318
7,2024,MS-FRA-007,8,3,110,63.0,6930.0,2024-12-27,13563
12,2024,MS-STR-005,8,3,28,63.0,1764.0,2025-02-12,5215
2,2025,MS-NUE-003,6,4,85,49.0,4165.0,2024-12-28,41293
3,2025,MS-FRA-003,16,2,65,58.0,3770.0,2024-09-04,35246
4,2024,MS-FRA-004,8,5,96,39.0,3744.0,2024-06-08,9959
2,2024,MS-HAM-004,16,5,6,39.0,234.0,2025-07-08,24283
6,2025,MS-DUI-006,11,4,234,49.0,11466.0,2025-08-11,64811
3,2025,MS-HAJ-004,9,4,61,49.0,2989.0,2025-08-13,29690
9,2024,MS-BRE-001,16,5,13,39.0,507.0,2025-05-29,88592
11,2025,MS-FRA-001,15,1,183,49.0,8967.0,2025-06-14,66326
12,2025,MS-BER-002,1,2,102,58.0,5916.0,2025-08-17,30702
6,2025,MS-DUI-005,9,2,145,58.0,8410.0,2024-09-26,45661
8,2025,MS-DUI-005,11,3,52,63.0,3276.0,2025-05-25,87509
7,2024,MS-LEJ-001,12,4,76,49.0,3724.0,2025-04-06,27690
10,2024,MS-STR-001,4,3,210,63.0,13230.0,2024-08-29,16025
7,2025,MS-FRA-004,5,2,126,58.0,7308.0,2024-01-10,28136
