log_id,dateiname,schritt,level,nachricht,fehler_details,erstellt_von_user_id,erstellt_am,geaendert_von_user_id,geaendert_am
732,SONSTIGE_ANGEBOTE_TV18_2025_07_final.csv,validate,info,Verarbeitung gestartet,,54,2025-01-10 07:04:38,,
733,PLAN_UMSATZ_TV18_2024_04.csv,ingest,info,Verarbeitung gestartet,,69,2025-02-08 11:25:57,,
734,SONSTIGE_ANGEBOTE_TV16_2025_10.csv,export,info,Verarbeitung gestartet,,,2025-07-08 16:45:14,,2025-08-23 02:25:23
735,TICKET_VERKAEUFE_TV2_2024_06_final.csv,ingest,warning,Verarbeitung mit Warnungen,,4,2024-04-03 14:05:29,16,
736,TICKET_VERKAEUFE_TV14_2024_02.csv,validate,info,Verarbeitung gestartet,,5,2025-11-27 06:09:21,79,2025-09-21 07:29:28
737,PLAN_UMSATZ_TV5_2025_09_final.csv,aggregate,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,,2024-04-02 05:14:55,9,
738,TICKET_VERKAEUFE_TV17_2025_03_korrigiert.csv,aggregate,info,Verarbeitung gestartet,,,2025-01-30 09:45:04,,
739,PLAN_UMSATZ_TV17_2025_02.csv,validate,info,Verarbeitung gestartet,,,2024-05-23 11:44:04,,
740,TICKET_VERKAEUFE_TV19_2024_10.csv,validate,info,Verarbeitung gestartet,,34,2024-03-06 02:56:55,77,
741,TICKET_VERKAEUFE_TV18_2025_01.csv,validate,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,10,2024-08-16 12:13:00,,
742,TICKET_VERKAEUFE_TV17_2025_03_korrigiert.csv,aggregate,success,Verarbeitung erfolgreich,,5,2025-08-21 08:40:53,59,2025-03-18 02:24:03
743,SONSTIGE_ANGEBOTE_TV19_2025_10_testlauf.csv,aggregate,success,Verarbeitung erfolgreich,,52,2025-03-09 14:47:22,15,2025-02-09 23:38:58
744,SONSTIGE_ANGEBOTE_TV10_2024_09_korrigiert.csv,export,warning,Verarbeitung mit Warnungen,,46,2024-09-20 08:38:21,,2024-04-22 21:43:56
745,PLAN_UMSATZ_TV4_2025_04.csv,validate,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,23,2025-04-21 12:37:12,36,
746,PLAN_UMSATZ_TV4_2024_07.csv,validate,info,Verarbeitung gestartet,,8,2024-11-11 09:04:04,22,2024-10-05 08:41:28
747,SONSTIGE_ANGEBOTE_TV4_2025_02_v1.csv,ingest,info,Verarbeitung gestartet,,45,2025-08-28 06:25:49,23,2024-05-30 14:01:56
748,PLAN_UMSATZ_TV18_2025_06.csv,validate,info,Verarbeitung gestartet,,13,2024-05-12 06:45:59,,2025-04-27 03:08:29
749,TICKET_VERKAEUFE_TV4_2024_08_v1.csv,ingest,info,Verarbeitung gestartet,,,2025-12-02 18:11:32,13,
750,PLAN_UMSATZ_TV4_2024_11.csv,validate,info,Verarbeitung gestartet,,60,2025-07-29 13:44:14,70,2025-08-21 01:07:52
751,PLAN_UMSATZ_TV7_2024_09.csv,ingest,info,Verarbeitung gestartet,,,2024-01-15 19:31:35,,2024-02-25 06:57:16
752,SONSTIGE_ANGEBOTE_TV2_2025_08_v1.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2025-10-01 16:10:44,80,
753,TICKET_VERKAEUFE_TV10_2024_11_v1.csv,validate,info,Verarbeitung gestartet,,,2025-08-05 03:19:30,33,2025-02-28 01:46:11
754,PLAN_UMSATZ_TV11_2024_04.csv,export,info,Verarbeitung gestartet,,54,2024-02-19 11:49:36,,2024-01-22 07:15:51
755,SONSTIGE_ANGEBOTE_TV5_2025_07.csv,aggregate,info,Verarbeitung gestartet,,74,2025-04-06 12:52:57,23,2025-08-06 11:32:45
756,PLAN_UMSATZ_TV17_2024_09.csv,validate,info,Verarbeitung gestartet,,,2025-05-31 04:29:07,,
757,TICKET_VERKAEUFE_TV20_2024_10_testlauf.csv,export,info,Verarbeitung gestartet,,56,2024-08-24 19:13:50,,
758,TICKET_VERKAEUFE_TV1_2024_12_testlauf.csv,export,info,Verarbeitung gestartet,,8,2024-10-07 02:07:30,,
759,SONSTIGE_ANGEBOTE_TV8_2025_09.csv,validate,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,,2024-02-10 19:12:00,24,
760,PLAN_UMSATZ_TV18_2025_01_final.csv,aggregate,info,Verarbeitung gestartet,,64,2024-03-23 21:26:53,,2025-11-29 19:48:47
761,SONSTIGE_ANGEBOTE_TV13_2025_12_testlauf.csv,export,info,Verarbeitung gestartet,,72,2024-02-22 06:40:13,48,2024-07-01 11:32:34
762,SONSTIGE_ANGEBOTE_TV7_2025_06_final.csv,export,success,Verarbeitung erfolgreich,,4,2024-04-30 00:30:31,19,
763,TICKET_VERKAEUFE_TV10_2025_07_testlauf.csv,export,info,Verarbeitung gestartet,,9,2024-06-27 12:36:51,24,
764,SONSTIGE_ANGEBOTE_TV16_2025_10.csv,aggregate,info,Verarbeitung gestartet,,11,2024-10-17 16:33:43,7,
765,SONSTIGE_ANGEBOTE_TV5_2025_06.csv,export,success,Verarbeitung erfolgreich,,61,2025-09-18 03:20:41,,
766,PLAN_UMSATZ_TV9_2024_01.csv,validate,error,Verarbeitung fehlgeschlagen,PLZ ungültig,,2024-09-24 08:47:27,16,
767,SONSTIGE_ANGEBOTE_TV13_2025_12_testlauf.csv,export,info,Verarbeitung gestartet,,,2024-09-25 12:14:11,,
768,PLAN_UMSATZ_TV17_2025_05.csv,validate,info,Verarbeitung gestartet,,23,2025-12-23 21:05:04,,
769,PLAN_UMSATZ_TV11_2025_07_v1.csv,validate,info,Verarbeitung gestartet,,,2025-05-09 19:49:47,17,2024-10-08 17:14:37
770,PLAN_UMSATZ_TV1_2024_04.csv,ingest,info,Verarbeitung gestartet,,,2025-04-10 00:34:52,36,
771,PLAN_UMSATZ_TV5_2024_06_testlauf.csv,ingest,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,7,2024-04-19 13:08:06,,
772,PLAN_UMSATZ_TV19_2025_08.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,77,2024-04-13 05:02:29,1,2024-01-21 09:43:24
773,SONSTIGE_ANGEBOTE_TV14_2025_08.csv,aggregate,info,Verarbeitung gestartet,,69,2025-04-21 20:03:29,64,
774,TICKET_VERKAEUFE_TV12_2024_04.csv,export,info,Verarbeitung gestartet,,72,2025-02-25 18:26:53,24,2024-05-12 20:50:11
775,PLAN_UMSATZ_TV13_2025_11.csv,validate,info,Verarbeitung gestartet,,68,2025-06-17 01:05:07,,2024-07-29 11:51:05
776,TICKET_VERKAEUFE_TV14_2024_01_testlauf.csv,export,success,Verarbeitung erfolgreich,,,2025-07-14 05:08:56,55,
777,SONSTIGE_ANGEBOTE_TV14_2025_08.csv,validate,info,Verarbeitung gestartet,,45,2025-04-15 09:21:57,74,
778,SONSTIGE_ANGEBOTE_TV9_2025_11_v1.csv,ingest,info,Verarbeitung gestartet,,73,2024-11-21 03:20:48,,2024-01-03 21:30:08
779,TICKET_VERKAEUFE_TV6_2025_03.csv,ingest,info,Verarbeitung gestartet,,40,2024-08-25 10:04:05,,
780,SONSTIGE_ANGEBOTE_TV13_2025_12_testlauf.csv,aggregate,info,Verarbeitung gestartet,,11,2024-10-28 14:32:40,,
781,PLAN_UMSATZ_TV13_2024_09.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2025-08-22 12:50:54,,
782,PLAN_UMSATZ_TV2_2025_04_testlauf.csv,export,info,Verarbeitung gestartet,,52,2025-03-01 02:02:36,53,2024-12-04 00:56:31
783,TICKET_VERKAEUFE_TV14_2024_01_testlauf.csv,validate,success,Verarbeitung erfolgreich,,19,2025-05-25 00:31:45,,
784,PLAN_UMSATZ_TV18_2024_10.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,23,2025-12-12 14:16:32,,
785,PLAN_UMSATZ_TV5_2024_05.csv,ingest,success,Verarbeitung erfolgreich,,57,2025-06-30 02:43:48,,
786,PLAN_UMSATZ_TV20_2025_08_korrigiert.csv,ingest,info,Verarbeitung gestartet,,52,2024-10-02 05:52:03,,2024-03-19 02:15:37
787,PLAN_UMSATZ_TV8_2025_02_final.csv,ingest,info,Verarbeitung gestartet,,27,2025-08-02 07:18:49,62,
788,TICKET_VERKAEUFE_TV4_2024_08_v1.csv,validate,info,Verarbeitung gestartet,,77,2024-10-06 11:54:21,,2024-10-03 03:25:44
789,SONSTIGE_ANGEBOTE_TV18_2025_09_v1.csv,ingest,info,Verarbeitung gestartet,,59,2024-11-05 18:02:06,26,2024-04-13 17:31:14
790,SONSTIGE_ANGEBOTE_TV13_2025_12_testlauf.csv,ingest,info,Verarbeitung gestartet,,75,2025-04-03 03:18:14,71,2025-05-28 01:07:26
791,TICKET_VERKAEUFE_TV9_2024_01.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,25,2025-02-24 11:34:02,37,
792,PLAN_UMSATZ_TV6_2025_07_final.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,55,2025-01-15 10:11:03,,
793,SONSTIGE_ANGEBOTE_TV9_2025_11_final.csv,export,info,Verarbeitung gestartet,,,2025-09-19 02:27:38,,
794,SONSTIGE_ANGEBOTE_TV11_2024_11_testlauf.csv,aggregate,success,Verarbeitung erfolgreich,,2,2025-01-15 08:26:11,,
795,PLAN_UMSATZ_TV7_2024_12.csv,ingest,info,Verarbeitung gestartet,,77,2025-07-16 14:18:58,15,2024-05-27 13:19:06
796,TICKET_VERKAEUFE_TV4_2024_08_v1.csv,validate,info,Verarbeitung gestartet,,47,2024-02-28 09:19:55,40,2024-05-04 16:27:45
797,SONSTIGE_ANGEBOTE_TV17_2024_06_v1.csv,ingest,info,Verarbeitung gestartet,,56,2024-03-04 05:12:36,47,
798,PLAN_UMSATZ_TV18_2025_05.csv,aggregate,info,Verarbeitung gestartet,,58,2025-01-25 11:02:57,32,2024-02-13 21:43:57
799,SONSTIGE_ANGEBOTE_TV9_2024_07_v1.csv,export,success,Verarbeitung erfolgreich,,71,2025-08-11 05:30:44,60,
800,PLAN_UMSATZ_TV8_2024_09_final.csv,validate,success,Verarbeitung erfolgreich,,,2025-07-10 11:50:03,,
801,PLAN_UMSATZ_TV16_2025_05.csv,validate,warning,Verarbeitung mit Warnungen,,64,2025-10-19 15:19:50,,
802,TICKET_VERKAEUFE_TV1_2024_01.csv,aggregate,success,Verarbeitung erfolgreich,,,2024-12-03 13:17:37,25,
803,TICKET_VERKAEUFE_TV10_2024_03.csv,export,warning,Verarbeitung mit Warnungen,,48,2025-02-24 10:12:23,39,2024-07-24 20:43:42
804,PLAN_UMSATZ_TV4_2024_07.csv,export,info,Verarbeitung gestartet,,35,2025-05-07 02:47:20,13,
805,PLAN_UMSATZ_TV11_2024_04.csv,validate,info,Verarbeitung gestartet,,55,2025-05-11 23:05:20,,
806,PLAN_UMSATZ_TV4_2024_11.csv,ingest,info,Verarbeitung gestartet,,,2024-03-08 17:20:03,46,2024-03-18 13:55:14
807,SONSTIGE_ANGEBOTE_TV8_2024_04.csv,ingest,info,Verarbeitung gestartet,,77,2025-09-14 14:35:43,,
808,TICKET_VERKAEUFE_TV16_2024_11_korrigiert.csv,ingest,info,Verarbeitung gestartet,,,2025-06-04 06:31:13,,
809,SONSTIGE_ANGEBOTE_TV8_2024_04.csv,aggregate,info,Verarbeitung gestartet,,22,2025-03-01 05:17:15,,
810,PLAN_UMSATZ_TV3_2024_12_v1.csv,export,info,Verarbeitung gestartet,,78,2024-07-11 09:24:45,,2025-03-02 05:55:42
811,PLAN_UMSATZ_TV9_2024_01.csv,ingest,info,Verarbeitung gestartet,,14,2024-04-08 21:43:14,47,
812,PLAN_UMSATZ_TV9_2024_09_testlauf.csv,export,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,9,2025-06-05 02:26:04,,
813,SONSTIGE_ANGEBOTE_TV16_2025_11_testlauf.csv,aggregate,info,Verarbeitung gestartet,,46,2025-08-16 08:21:37,16,
814,SONSTIGE_ANGEBOTE_TV10_2024_09.csv,export,success,Verarbeitung erfolgreich,,,2024-05-26 20:32:45,20,
815,PLAN_UMSATZ_TV12_2024_02.csv,export,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,20,2024-02-18 14:32:17,26,
816,PLAN_UMSATZ_TV18_2024_06.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,26,2025-11-20 23:16:21,46,2024-10-02 07:31:27
817,PLAN_UMSATZ_TV8_2024_09_final.csv,export,info,Verarbeitung gestartet,,,2025-11-04 17:24:48,,2025-05-06 06:18:29
818,TICKET_VERKAEUFE_TV6_2025_06_korrigiert.csv,ingest,info,Verarbeitung gestartet,,52,2025-11-28 18:19:44,,
819,TICKET_VERKAEUFE_TV1_2024_01.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,52,2024-09-17 07:36:44,,
820,SONSTIGE_ANGEBOTE_TV11_2024_08_korrigiert.csv,aggregate,info,Verarbeitung gestartet,,70,2025-06-30 02:35:26,,
821,TICKET_VERKAEUFE_TV12_2024_05_final.csv,ingest,info,Verarbeitung gestartet,,38,2024-10-27 09:46:23,44,2024-01-16 17:38:17
822,PLAN_UMSATZ_TV13_2024_09.csv,export,warning,Verarbeitung mit Warnungen,,,2025-09-05 04:44:56,15,2024-10-20 15:36:30
823,SONSTIGE_ANGEBOTE_TV11_2024_08_korrigiert.csv,validate,info,Verarbeitung gestartet,,53,2024-11-28 17:51:17,,2025-02-06 20:02:51
824,SONSTIGE_ANGEBOTE_TV17_2024_02_final.csv,aggregate,info,Verarbeitung gestartet,,19,2025-05-02 21:14:54,25,
825,TICKET_VERKAEUFE_TV10_2025_07_testlauf.csv,validate,warning,Verarbeitung mit Warnungen,,43,2025-01-20 15:26:08,,
826,SONSTIGE_ANGEBOTE_TV20_2024_01_final.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,46,2025-05-31 08:20:31,31,
827,TICKET_VERKAEUFE_TV12_2024_03.csv,export,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,38,2024-07-24 18:10:31,,2024-05-13 10:33:18
828,PLAN_UMSATZ_TV4_2025_04.csv,aggregate,info,Verarbeitung gestartet,,57,2025-04-24 21:31:51,,
829,PLAN_UMSATZ_TV18_2025_05.csv,ingest,info,Verarbeitung gestartet,,70,2025-04-03 19:41:45,57,2024-03-13 22:43:09
830,PLAN_UMSATZ_TV19_2025_08.csv,ingest,info,Verarbeitung gestartet,,,2025-09-02 08:50:49,,
831,PLAN_UMSATZ_TV17_2025_04.csv,aggregate,success,Verarbeitung erfolgreich,,47,2024-03-28 21:15:46,74,
832,PLAN_UMSATZ_TV11_2025_04.csv,validate,info,Verarbeitung gestartet,,,2025-04-22 15:01:05,,
833,PLAN_UMSATZ_TV11_2025_04.csv,ingest,success,Verarbeitung erfolgreich,,12,2024-02-09 17:21:28,21,2024-11-02 19:17:04
834,SONSTIGE_ANGEBOTE_TV5_2025_02.csv,aggregate,success,Verarbeitung erfolgreich,,48,2025-08-23 03:01:14,,
835,SONSTIGE_ANGEBOTE_TV14_2025_11.csv,aggregate,info,Verarbeitung gestartet,,,2024-04-12 22:20:37,71,
836,PLAN_UMSATZ_TV20_2025_02.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,53,2024-02-06 17:04:53,,
837,PLAN_UMSATZ_TV2_2024_02_korrigiert.csv,export,success,Verarbeitung erfolgreich,,66,2024-05-20 15:51:20,,
838,SONSTIGE_ANGEBOTE_TV9_2024_08_v1.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,9,2025-03-28 00:17:07,,
839,SONSTIGE_ANGEBOTE_TV8_2025_02.csv,ingest,info,Verarbeitung gestartet,,58,2024-12-08 10:31:44,22,2024-06-04 17:27:01
840,SONSTIGE_ANGEBOTE_TV17_2024_06_v1.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2024-12-02 13:39:27,,2024-01-27 11:13:37
841,PLAN_UMSATZ_TV6_2025_07.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,53,2024-05-09 12:04:04,,
842,TICKET_VERKAEUFE_TV2_2024_09_testlauf.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2025-04-02 20:49:45,,2025-12-13 02:46:52
843,TICKET_VERKAEUFE_TV6_2025_10_korrigiert.csv,aggregate,success,Verarbeitung erfolgreich,,68,2025-07-12 10:59:02,33,
844,TICKET_VERKAEUFE_TV13_2025_08_v1.csv,aggregate,info,Verarbeitung gestartet,,25,2025-12-09 17:43:41,,2024-07-02 19:45:16
845,TICKET_VERKAEUFE_TV14_2024_03.csv,ingest,info,Verarbeitung gestartet,,63,2024-09-13 01:28:04,,2024-01-23 08:46:56
846,SONSTIGE_ANGEBOTE_TV12_2024_10_v1.csv,aggregate,info,Verarbeitung gestartet,,69,2024-05-12 11:40:47,,
847,TICKET_VERKAEUFE_TV13_2025_07_testlauf.csv,aggregate,success,Verarbeitung erfolgreich,,68,2024-03-08 07:45:09,15,2024-01-12 08:50:45
848,SONSTIGE_ANGEBOTE_TV3_2024_01_v1.csv,validate,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,56,2025-05-03 09:41:32,,2025-05-10 19:16:36
849,TICKET_VERKAEUFE_TV16_2024_05_v1.csv,export,info,Verarbeitung gestartet,,66,2025-04-21 17:49:21,,
850,SONSTIGE_ANGEBOTE_TV9_2024_08_v1.csv,aggregate,success,Verarbeitung erfolgreich,,33,2024-03-28 03:28:20,,
851,SONSTIGE_ANGEBOTE_TV1_2025_08_korrigiert.csv,aggregate,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,33,2025-12-19 13:56:30,36,
852,SONSTIGE_ANGEBOTE_TV12_2024_10_v1.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,47,2024-01-09 05:00:51,,
853,TICKET_VERKAEUFE_TV18_2024_05_testlauf.csv,aggregate,warning,Verarbeitung mit Warnungen,,77,2025-12-09 16:54:51,,
854,SONSTIGE_ANGEBOTE_TV1_2024_12_v1.csv,validate,info,Verarbeitung gestartet,,44,2025-07-02 03:01:11,,
855,PLAN_UMSATZ_TV19_2024_02_korrigiert.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,18,2024-11-23 01:30:21,49,
856,SONSTIGE_ANGEBOTE_TV14_2025_08.csv,export,info,Verarbeitung gestartet,,73,2024-04-05 23:06:58,,
857,PLAN_UMSATZ_TV8_2025_05_final.csv,validate,success,Verarbeitung erfolgreich,,57,2025-04-25 12:25:41,16,
858,TICKET_VERKAEUFE_TV13_2025_08_v1.csv,validate,info,Verarbeitung gestartet,,8,2025-12-16 13:20:48,,2024-11-02 14:58:06
859,SONSTIGE_ANGEBOTE_TV8_2025_04.csv,ingest,success,Verarbeitung erfolgreich,,21,2024-07-01 18:01:05,63,
860,SONSTIGE_ANGEBOTE_TV7_2025_02_final.csv,aggregate,info,Verarbeitung gestartet,,3,2024-06-10 18:33:27,62,
861,TICKET_VERKAEUFE_TV5_2024_06.csv,validate,info,Verarbeitung gestartet,,,2024-12-08 22:22:39,,
862,SONSTIGE_ANGEBOTE_TV18_2024_08_v1.csv,validate,info,Verarbeitung gestartet,,52,2025-06-13 23:26:21,,
863,TICKET_VERKAEUFE_TV14_2025_06_v1.csv,export,info,Verarbeitung gestartet,,67,2025-12-30 11:51:28,16,2025-09-06 16:30:04
864,PLAN_UMSATZ_TV11_2025_04.csv,validate,info,Verarbeitung gestartet,,,2024-05-26 06:10:45,45,
865,SONSTIGE_ANGEBOTE_TV18_2025_09_v1.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,71,2024-02-22 17:39:03,,2024-12-07 00:19:28
866,TICKET_VERKAEUFE_TV9_2024_08_v1.csv,aggregate,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,47,2025-03-08 08:42:00,48,
867,TICKET_VERKAEUFE_TV6_2025_10_korrigiert.csv,aggregate,info,Verarbeitung gestartet,,37,2025-04-19 00:57:25,59,2024-10-05 18:11:19
868,SONSTIGE_ANGEBOTE_TV7_2024_08_v1.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,42,2025-01-03 01:55:11,9,
869,PLAN_UMSATZ_TV5_2024_06_testlauf.csv,aggregate,warning,Verarbeitung mit Warnungen,,75,2024-09-24 16:29:23,,2025-08-23 04:07:15
870,PLAN_UMSATZ_TV8_2025_05_final.csv,validate,success,Verarbeitung erfolgreich,,23,2024-11-04 12:57:21,,2024-08-04 19:23:59
871,TICKET_VERKAEUFE_TV16_2024_02_v1.csv,ingest,warning,Verarbeitung mit Warnungen,,,2025-05-27 19:11:40,,2024-04-02 17:44:39
872,TICKET_VERKAEUFE_TV12_2024_03_testlauf.csv,validate,info,Verarbeitung gestartet,,76,2024-01-18 10:18:22,,
873,PLAN_UMSATZ_TV7_2025_06.csv,validate,info,Verarbeitung gestartet,,58,2024-07-11 15:54:04,40,2024-09-30 19:26:20
874,SONSTIGE_ANGEBOTE_TV13_2025_12_testlauf.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,64,2025-01-02 07:54:30,38,2024-05-18 00:52:27
875,PLAN_UMSATZ_TV18_2025_05.csv,ingest,info,Verarbeitung gestartet,,9,2025-04-30 16:45:38,,
876,SONSTIGE_ANGEBOTE_TV15_2025_04.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,76,2024-07-15 00:37:14,,2024-07-05 04:20:38
877,PLAN_UMSATZ_TV15_2024_02_final.csv,validate,info,Verarbeitung gestartet,,68,2025-11-16 21:28:40,55,
878,SONSTIGE_ANGEBOTE_TV7_2024_08_v1.csv,aggregate,info,Verarbeitung gestartet,,16,2024-02-15 02:55:03,,
879,PLAN_UMSATZ_TV17_2025_05.csv,export,info,Verarbeitung gestartet,,44,2025-07-11 15:59:28,,
880,SONSTIGE_ANGEBOTE_TV16_2025_10.csv,aggregate,success,Verarbeitung erfolgreich,,,2025-11-24 13:17:15,70,2024-02-13 08:12:25
881,PLAN_UMSATZ_TV16_2025_05.csv,aggregate,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,,2024-11-25 20:55:03,,
882,PLAN_UMSATZ_TV3_2024_01_testlauf.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,53,2025-02-14 01:49:53,,2025-11-22 06:42:32
883,PLAN_UMSATZ_TV4_2025_04.csv,validate,info,Verarbeitung gestartet,,71,2025-01-17 17:51:08,32,2025-12-29 04:08:25
884,TICKET_VERKAEUFE_TV18_2025_01.csv,aggregate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2024-02-19 14:48:26,,
885,TICKET_VERKAEUFE_TV4_2025_09.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,1,2024-07-28 15:12:42,,
886,PLAN_UMSATZ_TV20_2025_10_v1.csv,validate,error,Verarbeitung fehlgeschlagen,Ticketcode unbekannt,44,2025-06-18 03:18:12,,2024-07-26 22:05:06
887,SONSTIGE_ANGEBOTE_TV9_2024_01_final.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,48,2024-08-03 00:13:33,,2024-07-06 05:21:20
888,SONSTIGE_ANGEBOTE_TV12_2025_03_korrigiert.csv,validate,info,Verarbeitung gestartet,,49,2025-09-03 06:51:52,78,
889,PLAN_UMSATZ_TV18_2025_01_final.csv,ingest,info,Verarbeitung gestartet,,78,2025-03-02 10:59:32,27,2025-08-30 14:55:04
890,TICKET_VERKAEUFE_TV7_2025_11.csv,export,info,Verarbeitung gestartet,,68,2024-04-26 01:47:47,,
891,SONSTIGE_ANGEBOTE_TV13_2024_02_v1.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,13,2024-11-23 13:35:50,,
892,TICKET_VERKAEUFE_TV9_2025_07.csv,validate,info,Verarbeitung gestartet,,11,2024-08-12 07:27:22,,2024-09-28 18:25:14
893,PLAN_UMSATZ_TV4_2025_04.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,37,2025-04-22 05:21:02,,
894,PLAN_UMSATZ_TV9_2025_05_v1.csv,export,info,Verarbeitung gestartet,,,2024-06-28 11:29:07,,
895,SONSTIGE_ANGEBOTE_TV17_2024_06_v1.csv,aggregate,info,Verarbeitung gestartet,,26,2024-02-10 21:23:06,,
896,SONSTIGE_ANGEBOTE_TV20_2024_03.csv,validate,info,Verarbeitung gestartet,,17,2025-09-09 05:41:46,,
897,PLAN_UMSATZ_TV2_2025_03_v1.csv,ingest,error,Verarbeitung fehlgeschlagen,Ungültiges Datumsformat,50,2025-11-19 13:01:16,71,
898,PLAN_UMSATZ_TV2_2024_06_final.csv,aggregate,info,Verarbeitung gestartet,,,2025-10-01 18:59:42,,2024-07-17 09:43:47
899,SONSTIGE_ANGEBOTE_TV17_2024_06_v1.csv,export,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,,2024-01-11 18:32:23,,2024-04-08 16:10:25
900,SONSTIGE_ANGEBOTE_TV11_2025_04_final.csv,ingest,info,Verarbeitung gestartet,,45,2024-02-11 19:22:58,,
901,TICKET_VERKAEUFE_TV9_2025_07.csv,ingest,info,Verarbeitung gestartet,,39,2024-03-19 12:42:54,,
902,SONSTIGE_ANGEBOTE_TV1_2025_08_korrigiert.csv,validate,success,Verarbeitung erfolgreich,,,2024-04-25 20:21:49,,2025-03-18 18:11:58
903,SONSTIGE_ANGEBOTE_TV4_2024_07.csv,aggregate,success,Verarbeitung erfolgreich,,45,2025-01-11 23:57:56,61,2024-01-20 10:32:21
904,PLAN_UMSATZ_TV20_2025_10_v1.csv,aggregate,info,Verarbeitung gestartet,,23,2025-11-08 21:39:19,,2025-06-14 16:59:36
905,SONSTIGE_ANGEBOTE_TV9_2024_10_testlauf.csv,aggregate,error,Verarbeitung fehlgeschlagen,Pflichtfeld fehlt,49,2024-05-06 04:27:13,27,
906,SONSTIGE_ANGEBOTE_TV19_2025_12_final.csv,ingest,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,28,2025-11-14 01:28:26,60,
907,PLAN_UMSATZ_TV20_2024_12_final.csv,ingest,success,Verarbeitung erfolgreich,,17,2024-12-22 18:39:51,52,2025-07-06 16:37:05
908,PLAN_UMSATZ_TV9_2025_05_v1.csv,aggregate,info,Verarbeitung gestartet,,57,2024-10-11 11:48:29,11,
909,SONSTIGE_ANGEBOTE_TV10_2024_05_v1.csv,validate,warning,Verarbeitung mit Warnungen,Einige Zeilen wurden übersprungen,74,2025-05-15 01:20:37,,
910,PLAN_UMSATZ_TV17_2024_09.csv,validate,warning,Verarbeitung mit Warnungen,,15,2025-01-23 21:58:46,11,
911,TICKET_VERKAEUFE_TV19_2024_10.csv,export,error,Verarbeitung fehlgeschlagen,PLZ ungültig,69,2025-10-17 17:56:22,40,2025-01-26 01:11:36
912,TICKET_VERKAEUFE_TV12_2024_09_v1.csv,validate,info,Verarbeitung gestartet,,40,2024-03-22 21:05:51,,
913,TICKET_VERKAEUFE_TV2_2024_09_testlauf.csv,export,info,Verarbeitung gestartet,,21,2025-10-08 08:01:05,51,
914,TICKET_VERKAEUFE_TV3_2025_04.csv,validate,info,Verarbeitung gestartet,,22,2024-07-31 06:32:58,66,
